Employee_ID,Gender,Age,Department,Role_Level,Location,Education,Hire_Date,Offer_Acceptance_Date,Source_of_Hire,Expected_Salary,Offered_Salary,Manager_Experience_Years,Work_Mode,Laptop_Day1,Buddy_Assigned,Training_Hours_First_Month,Role_Clarity_Score,Onboarding_Satisfaction_Score,Manager_First_Meeting_Days,First_Project_Assigned_Days,Employment_Status,Tenure_Months,Early_Attrition,Exit_Reason_Category,Exit_Reason_Detail,Column1
EMP0434,Male,32,Finance,Mid,Bangalore,Postgraduate,30-12-2023,01-12-2023,Referral,663452,624680,9,Hybrid,Yes,Yes,39,1,4,8,45,Resigned,7,No,Personal,Health Issues,
EMP0435,Female,35,Operations,Mid,Pune,Postgraduate,25-07-2022,20-07-2022,Job Portal,810351,838277,15,Hybrid,Yes,No,35,4,4,1,10,Resigned,5,Yes,Work Culture,Toxic Culture,
EMP0436,Male,22,Sales,Mid,Hyderabad,Graduate,12-06-2023,02-06-2023,Referral,476698,471117,7,Hybrid,No,No,17,2,2,7,7,Active,28,No,NA,NA,
EMP0437,Female,36,IT,Mid,Delhi,Graduate,24-04-2023,07-04-2023,Job Portal,407423,377272,9,Onsite,No,Yes,16,1,5,10,31,Resigned,2,Yes,Work Culture,Toxic Culture,
EMP0438,Female,27,IT,Mid,Bangalore,Graduate,05-12-2023,11-11-2023,Job Portal,498857,499229,12,Hybrid,Yes,No,19,3,4,4,22,Active,34,No,NA,NA,
EMP0439,Male,24,Sales,Senior,Delhi,Postgraduate,05-10-2023,16-09-2023,Job Portal,403334,427998,5,Hybrid,Yes,Yes,40,1,5,6,41,Active,18,No,NA,NA,
EMP0440,Male,34,Operations,Mid,Hyderabad,Graduate,23-08-2023,25-07-2023,Referral,397782,351912,12,Hybrid,Yes,Yes,10,1,5,5,43,Resigned,10,No,Career Growth,Lack of Learning,
EMP0441,Male,24,Sales,Mid,Pune,Graduate,11-02-2024,12-01-2024,Job Portal,807911,833924,9,Hybrid,No,Yes,16,1,3,0,8,Resigned,7,No,Compensation,Low Increment,
EMP0442,Male,22,Operations,Mid,Pune,Graduate,15-08-2022,19-07-2022,Job Portal,788892,824653,15,Onsite,No,Yes,10,4,4,9,15,Active,6,No,NA,NA,
EMP0443,Male,40,HR,Senior,Mumbai,Postgraduate,19-12-2023,04-12-2023,Agency,801700,834692,13,Hybrid,Yes,No,39,2,5,5,19,Active,10,No,NA,NA,
EMP0444,Female,24,Sales,Senior,Pune,Postgraduate,29-01-2023,12-01-2023,Campus,509972,559864,13,Onsite,No,No,39,2,1,10,19,Active,18,No,NA,NA,
EMP0445,Female,26,HR,Senior,Hyderabad,Postgraduate,28-02-2022,08-02-2022,Job Portal,395767,357333,3,Remote,No,No,24,5,4,10,20,Active,8,No,NA,NA,
EMP0446,Female,32,IT,Mid,Pune,Postgraduate,29-12-2022,24-12-2022,Campus,604431,631457,6,Remote,Yes,Yes,32,4,4,1,29,Active,26,No,NA,NA,
EMP0447,Male,37,HR,Senior,Mumbai,Graduate,13-11-2022,04-11-2022,Referral,827285,787132,14,Hybrid,Yes,No,11,5,5,4,14,Active,21,No,NA,NA,
EMP0448,Male,28,HR,Mid,Hyderabad,Postgraduate,12-05-2023,06-05-2023,Agency,428901,474829,5,Hybrid,Yes,Yes,30,5,5,7,38,Active,30,No,NA,NA,
EMP0449,Female,32,Finance,Senior,Mumbai,Graduate,25-12-2022,10-12-2022,Job Portal,428043,462683,4,Remote,No,Yes,22,1,4,7,34,Active,36,No,NA,NA,
EMP0450,Male,28,Operations,Senior,Delhi,Postgraduate,15-11-2023,09-11-2023,Referral,827068,867855,3,Onsite,Yes,No,22,5,4,4,26,Resigned,7,No,Personal,Higher Studies,
EMP0451,Male,26,HR,Mid,Mumbai,Postgraduate,16-03-2024,03-03-2024,Referral,710637,718083,9,Remote,No,No,11,2,2,6,27,Active,15,No,NA,NA,
EMP0452,Female,29,Sales,Senior,Delhi,Postgraduate,02-01-2022,15-12-2021,Agency,707135,690463,15,Remote,No,Yes,39,4,1,10,20,Active,17,No,NA,NA,
EMP0453,Female,25,Sales,Senior,Delhi,Graduate,09-06-2022,10-05-2022,Job Portal,866306,909449,11,Onsite,No,Yes,18,1,4,6,25,Active,29,No,NA,NA,
EMP0454,Male,35,IT,Entry,Mumbai,Graduate,03-07-2022,12-06-2022,Job Portal,765740,719136,3,Hybrid,No,Yes,10,2,4,10,16,Active,34,No,NA,NA,
EMP0455,Female,28,IT,Entry,Bangalore,Graduate,05-11-2022,31-10-2022,Referral,592345,617273,7,Onsite,No,Yes,24,3,4,10,45,Resigned,24,No,Personal,Health Issues,
EMP0456,Female,26,HR,Mid,Bangalore,Graduate,15-10-2023,07-10-2023,Job Portal,638942,654905,7,Onsite,Yes,Yes,31,4,4,4,8,Active,19,No,NA,NA,
EMP0457,Male,28,HR,Entry,Mumbai,Graduate,29-07-2023,12-07-2023,Job Portal,668321,710040,5,Hybrid,No,Yes,11,5,3,10,14,Resigned,20,No,Role Mismatch,No Role Clarity,
EMP0458,Male,24,IT,Senior,Pune,Graduate,15-05-2024,20-04-2024,Referral,875361,885136,6,Remote,No,No,13,5,4,8,44,Active,32,No,NA,NA,
EMP0459,Male,25,Operations,Entry,Bangalore,Postgraduate,05-01-2022,16-12-2021,Job Portal,598387,558129,12,Remote,No,Yes,20,5,5,3,32,Resigned,12,No,Work Culture,Team Conflict,
EMP0460,Female,27,Sales,Senior,Bangalore,Graduate,04-07-2023,13-06-2023,Job Portal,891014,898851,6,Remote,No,Yes,27,2,1,8,7,Resigned,12,No,Personal,Higher Studies,
EMP0461,Female,25,Finance,Senior,Pune,Postgraduate,09-05-2024,16-04-2024,Referral,592181,634647,4,Onsite,No,No,9,5,3,0,36,Resigned,11,No,Work Culture,Toxic Culture,
EMP0462,Female,33,IT,Senior,Bangalore,Postgraduate,18-11-2022,05-11-2022,Agency,533455,492047,15,Hybrid,No,No,32,3,1,9,40,Active,31,No,NA,NA,
EMP0463,Male,24,HR,Mid,Mumbai,Postgraduate,06-04-2023,22-03-2023,Agency,517939,555336,2,Hybrid,No,Yes,9,1,1,0,32,Active,35,No,NA,NA,
EMP0464,Female,25,IT,Mid,Hyderabad,Graduate,05-01-2024,28-12-2023,Campus,723692,769959,11,Hybrid,No,Yes,22,2,2,1,14,Active,8,No,NA,NA,
EMP0465,Female,25,Operations,Mid,Delhi,Graduate,09-02-2024,26-01-2024,Job Portal,719121,762419,12,Onsite,No,No,9,2,1,5,30,Active,18,No,NA,NA,
EMP0466,Male,40,Operations,Mid,Delhi,Postgraduate,04-06-2022,09-05-2022,Agency,824104,849210,10,Remote,No,No,23,4,5,8,16,Active,15,No,NA,NA,
EMP0467,Female,28,Operations,Entry,Delhi,Postgraduate,20-12-2023,23-11-2023,Agency,838371,808907,5,Hybrid,Yes,Yes,38,3,1,5,44,Active,6,No,NA,NA,
EMP0468,Male,24,Operations,Entry,Bangalore,Postgraduate,09-07-2022,29-06-2022,Referral,684906,678253,15,Hybrid,No,Yes,14,2,1,10,13,Active,32,No,NA,NA,
EMP0469,Female,28,HR,Senior,Hyderabad,Postgraduate,24-06-2023,25-05-2023,Campus,743467,703418,11,Remote,No,No,34,3,4,2,37,Resigned,1,Yes,Manager Issues,Lack of Feedback,
EMP0470,Male,22,Sales,Mid,Bangalore,Postgraduate,18-05-2023,24-04-2023,Referral,404488,382438,3,Remote,Yes,Yes,35,4,2,9,45,Active,15,No,NA,NA,
EMP0471,Male,28,Finance,Senior,Bangalore,Postgraduate,30-10-2023,25-10-2023,Agency,780788,760732,14,Hybrid,No,Yes,14,4,3,5,17,Resigned,3,Yes,Manager Issues,Lack of Feedback,
EMP0472,Male,35,Finance,Entry,Delhi,Postgraduate,06-03-2024,17-02-2024,Campus,442962,421823,11,Remote,No,No,32,4,3,3,25,Active,15,No,NA,NA,
EMP0473,Female,37,IT,Senior,Hyderabad,Graduate,24-04-2023,13-04-2023,Agency,522465,505966,9,Remote,No,Yes,29,5,5,2,24,Resigned,5,Yes,Manager Issues,Lack of Feedback,
EMP0474,Female,23,Sales,Senior,Bangalore,Graduate,19-04-2024,07-04-2024,Job Portal,463288,494335,15,Onsite,No,No,27,5,1,8,36,Active,13,No,NA,NA,
EMP0475,Male,24,Operations,Senior,Mumbai,Postgraduate,25-08-2023,28-07-2023,Agency,770409,760064,2,Remote,No,Yes,26,1,3,4,13,Active,28,No,NA,NA,
EMP0476,Female,40,IT,Entry,Pune,Postgraduate,05-07-2022,26-06-2022,Campus,765760,798799,6,Hybrid,No,Yes,32,5,4,1,19,Active,26,No,NA,NA,
EMP0477,Female,39,Finance,Mid,Delhi,Graduate,29-09-2022,30-08-2022,Agency,473329,443938,14,Onsite,No,No,5,4,5,6,39,Resigned,18,No,Career Growth,No Growth Opportunity,
EMP0478,Male,31,Finance,Mid,Mumbai,Graduate,31-03-2024,19-03-2024,Campus,496706,484087,15,Remote,Yes,Yes,31,1,5,1,40,Active,7,No,NA,NA,
EMP0479,Female,27,IT,Mid,Hyderabad,Graduate,20-03-2024,26-02-2024,Campus,721206,752560,3,Hybrid,Yes,Yes,35,3,5,10,8,Active,26,No,NA,NA,
EMP0480,Male,24,Sales,Mid,Bangalore,Graduate,22-01-2022,03-01-2022,Campus,594591,559604,4,Onsite,Yes,No,21,1,5,5,24,Active,17,No,NA,NA,
EMP0481,Male,39,Sales,Senior,Delhi,Postgraduate,18-05-2023,09-05-2023,Job Portal,389361,361283,2,Remote,Yes,Yes,34,1,5,6,40,Active,22,No,NA,NA,
EMP0482,Male,23,Sales,Entry,Bangalore,Graduate,21-06-2022,24-05-2022,Agency,362168,362002,15,Remote,Yes,Yes,16,3,2,8,37,Active,31,No,NA,NA,
EMP0483,Male,35,Finance,Senior,Delhi,Postgraduate,13-04-2022,06-04-2022,Campus,748058,721427,13,Remote,Yes,No,37,1,3,4,24,Active,8,No,NA,NA,
EMP0484,Male,22,Finance,Entry,Bangalore,Graduate,23-03-2024,06-03-2024,Campus,542054,589200,13,Remote,No,No,32,2,4,7,31,Active,10,No,NA,NA,
EMP0485,Female,25,HR,Entry,Hyderabad,Graduate,30-07-2023,19-07-2023,Campus,545232,544001,14,Onsite,No,No,24,4,5,8,23,Active,22,No,NA,NA,
EMP0486,Male,32,Sales,Entry,Bangalore,Graduate,16-05-2022,21-04-2022,Referral,875191,909175,3,Remote,No,No,10,2,2,6,7,Active,22,No,NA,NA,
EMP0487,Female,29,Finance,Mid,Mumbai,Graduate,12-06-2022,04-06-2022,Job Portal,561605,528827,8,Onsite,No,Yes,17,4,5,10,23,Resigned,6,Yes,Compensation,Salary Mismatch,
EMP0488,Female,22,Sales,Mid,Mumbai,Graduate,12-06-2022,23-05-2022,Referral,754318,785386,11,Onsite,No,Yes,33,1,3,8,20,Active,30,No,NA,NA,
EMP0489,Male,31,IT,Mid,Mumbai,Postgraduate,31-01-2023,09-01-2023,Job Portal,416389,418891,7,Onsite,Yes,Yes,15,4,1,5,15,Active,24,No,NA,NA,
EMP0490,Female,24,Sales,Senior,Hyderabad,Postgraduate,15-01-2022,05-01-2022,Referral,528260,552106,13,Remote,No,No,15,4,1,7,6,Active,9,No,NA,NA,
EMP0491,Male,22,HR,Senior,Mumbai,Graduate,09-09-2022,30-08-2022,Job Portal,547000,501964,12,Remote,Yes,No,33,2,3,10,35,Active,24,No,NA,NA,
EMP0492,Female,30,HR,Mid,Bangalore,Postgraduate,19-12-2023,03-12-2023,Campus,591448,613588,14,Hybrid,Yes,Yes,36,1,5,3,16,Active,29,No,NA,NA,
EMP0493,Female,33,IT,Entry,Bangalore,Postgraduate,12-01-2023,02-01-2023,Job Portal,378085,332561,7,Onsite,No,Yes,16,3,5,9,6,Resigned,18,No,Career Growth,Lack of Learning,
EMP0494,Male,25,HR,Entry,Delhi,Graduate,29-11-2022,22-11-2022,Job Portal,351954,318677,12,Onsite,Yes,No,38,3,1,10,18,Resigned,10,No,Personal,Relocation,
EMP0495,Female,23,IT,Senior,Mumbai,Postgraduate,20-05-2022,12-05-2022,Campus,829025,824778,7,Hybrid,Yes,No,13,3,3,3,21,Active,16,No,NA,NA,
EMP0496,Male,32,HR,Entry,Pune,Postgraduate,11-04-2024,13-03-2024,Campus,765870,757176,2,Remote,No,Yes,36,4,1,1,6,Active,28,No,NA,NA,
EMP0497,Female,38,HR,Mid,Pune,Graduate,17-05-2022,30-04-2022,Campus,712738,746079,12,Remote,Yes,Yes,36,4,5,10,20,Active,13,No,NA,NA,
EMP0498,Female,22,IT,Entry,Hyderabad,Graduate,10-08-2023,27-07-2023,Job Portal,701639,663894,3,Remote,No,Yes,25,4,5,0,25,Resigned,23,No,Work Culture,Toxic Culture,
EMP0499,Female,25,Sales,Entry,Mumbai,Postgraduate,12-01-2024,04-01-2024,Campus,695725,654408,3,Onsite,Yes,Yes,5,5,3,7,40,Active,23,No,NA,NA,
EMP0500,Female,28,HR,Mid,Bangalore,Postgraduate,04-05-2024,15-04-2024,Job Portal,734637,706301,1,Hybrid,Yes,No,28,4,4,7,34,Active,11,No,NA,NA,
EMP0501,Female,34,HR,Mid,Bangalore,Postgraduate,30-04-2023,31-03-2023,Job Portal,443580,400187,9,Remote,No,Yes,9,2,1,7,28,Active,19,No,NA,NA,
EMP0502,Female,32,Operations,Senior,Pune,Graduate,24-01-2024,09-01-2024,Referral,414790,431361,14,Onsite,No,No,23,5,1,0,39,Active,25,No,NA,NA,
EMP0503,Female,30,Finance,Senior,Bangalore,Graduate,02-01-2022,24-12-2021,Job Portal,716854,763811,14,Onsite,Yes,Yes,13,4,3,5,22,Active,33,No,NA,NA,
EMP0504,Male,40,Finance,Entry,Delhi,Postgraduate,20-12-2022,09-12-2022,Job Portal,771998,768321,13,Onsite,No,Yes,35,4,1,8,39,Active,14,No,NA,NA,
EMP0505,Female,27,Sales,Entry,Hyderabad,Postgraduate,20-06-2023,11-06-2023,Agency,709485,733687,4,Hybrid,No,Yes,10,2,4,9,42,Active,24,No,NA,NA,
EMP0506,Male,30,IT,Senior,Bangalore,Postgraduate,21-08-2022,01-08-2022,Campus,413164,418402,14,Remote,Yes,No,30,2,4,6,42,Resigned,10,No,Work Culture,Toxic Culture,
EMP0507,Female,26,Operations,Entry,Hyderabad,Postgraduate,14-02-2022,09-02-2022,Referral,706093,671945,1,Remote,Yes,No,38,4,1,3,37,Active,6,No,NA,NA,
EMP0508,Male,40,HR,Entry,Delhi,Graduate,02-04-2022,19-03-2022,Referral,691123,653087,6,Hybrid,Yes,Yes,17,1,3,9,41,Active,13,No,NA,NA,
EMP0509,Male,39,Operations,Senior,Bangalore,Postgraduate,17-01-2024,20-12-2023,Job Portal,417312,430501,15,Onsite,Yes,Yes,31,4,5,4,35,Active,27,No,NA,NA,
EMP0510,Female,34,Sales,Entry,Delhi,Graduate,29-04-2023,12-04-2023,Referral,870599,873019,1,Onsite,No,No,14,4,3,10,35,Active,11,No,NA,NA,
EMP0511,Male,23,IT,Senior,Pune,Postgraduate,26-03-2024,12-03-2024,Job Portal,406051,436724,5,Remote,Yes,Yes,37,5,5,8,8,Active,15,No,NA,NA,
EMP0512,Female,37,Sales,Senior,Delhi,Graduate,21-02-2023,07-02-2023,Job Portal,597657,588047,4,Onsite,Yes,Yes,31,4,4,8,15,Active,12,No,NA,NA,
EMP0513,Male,39,IT,Entry,Mumbai,Graduate,25-01-2022,12-01-2022,Job Portal,604890,606829,9,Remote,Yes,Yes,21,4,5,3,44,Active,24,No,NA,NA,
EMP0514,Female,26,IT,Entry,Delhi,Postgraduate,17-04-2023,07-04-2023,Campus,843877,881774,2,Remote,Yes,No,9,4,1,8,38,Active,16,No,NA,NA,
EMP0515,Female,34,Finance,Entry,Pune,Postgraduate,22-04-2024,05-04-2024,Referral,488799,528508,15,Remote,Yes,Yes,11,5,5,6,5,Resigned,20,No,Manager Issues,Micromanagement,
EMP0516,Female,22,Operations,Mid,Bangalore,Postgraduate,21-01-2023,11-01-2023,Agency,735584,760407,3,Hybrid,Yes,Yes,23,4,1,7,16,Resigned,5,Yes,Personal,Relocation,
EMP0517,Female,24,HR,Entry,Delhi,Postgraduate,06-05-2023,14-04-2023,Referral,833567,784460,9,Hybrid,No,Yes,17,2,2,8,44,Active,33,No,NA,NA,
EMP0518,Male,33,IT,Entry,Hyderabad,Postgraduate,22-12-2023,24-11-2023,Agency,537827,525254,7,Remote,Yes,Yes,16,2,2,4,8,Active,21,No,NA,NA,
EMP0519,Female,24,Finance,Senior,Delhi,Graduate,09-04-2022,16-03-2022,Job Portal,820277,863694,2,Remote,Yes,No,16,2,4,8,36,Active,18,No,NA,NA,
EMP0520,Female,23,Operations,Mid,Pune,Postgraduate,12-04-2023,02-04-2023,Agency,445586,436215,10,Onsite,Yes,No,30,2,5,1,32,Resigned,16,No,Work Culture,Toxic Culture,
EMP0521,Female,24,Operations,Mid,Delhi,Postgraduate,01-11-2022,24-10-2022,Agency,629239,632023,5,Onsite,No,Yes,10,3,4,1,12,Active,23,No,NA,NA,
EMP0522,Female,36,HR,Senior,Bangalore,Graduate,16-10-2022,24-09-2022,Referral,860573,824416,10,Hybrid,No,No,12,1,5,2,26,Active,22,No,NA,NA,
EMP0523,Male,24,Sales,Senior,Delhi,Postgraduate,27-09-2023,02-09-2023,Agency,373469,409844,10,Onsite,Yes,Yes,33,1,5,10,12,Active,17,No,NA,NA,
EMP0524,Male,31,HR,Senior,Pune,Graduate,31-03-2024,18-03-2024,Agency,426813,389994,8,Remote,Yes,Yes,23,4,1,2,5,Active,33,No,NA,NA,
EMP0525,Male,39,Finance,Mid,Pune,Graduate,29-01-2022,02-01-2022,Referral,604577,611926,3,Onsite,Yes,No,26,4,3,0,20,Active,10,No,NA,NA,
EMP0526,Male,40,Finance,Senior,Pune,Graduate,28-03-2023,27-02-2023,Campus,675814,652145,5,Onsite,Yes,No,38,5,1,0,35,Active,35,No,NA,NA,
EMP0527,Female,40,IT,Entry,Bangalore,Postgraduate,25-08-2023,06-08-2023,Agency,801681,847601,9,Onsite,No,No,28,4,4,2,17,Active,19,No,NA,NA,
EMP0528,Male,29,HR,Mid,Bangalore,Postgraduate,17-10-2023,01-10-2023,Campus,407859,441282,5,Remote,Yes,Yes,8,4,4,7,16,Resigned,21,No,Career Growth,Lack of Learning,
EMP0529,Male,33,HR,Entry,Mumbai,Postgraduate,11-08-2022,16-07-2022,Agency,864881,909092,14,Hybrid,No,No,33,4,3,0,40,Resigned,19,No,Manager Issues,Poor Manager Behavior,
EMP0530,Male,27,IT,Entry,Bangalore,Postgraduate,10-07-2022,24-06-2022,Referral,460893,497599,11,Remote,Yes,No,28,5,3,1,16,Active,32,No,NA,NA,
EMP0531,Male,38,Operations,Senior,Bangalore,Postgraduate,10-10-2023,13-09-2023,Campus,354926,357895,11,Remote,No,No,19,4,4,10,30,Active,21,No,NA,NA,
EMP0532,Male,23,Finance,Entry,Delhi,Postgraduate,21-12-2023,27-11-2023,Referral,375819,377871,1,Hybrid,No,No,19,3,3,7,37,Active,21,No,NA,NA,
EMP0533,Male,24,HR,Entry,Mumbai,Postgraduate,23-04-2023,18-04-2023,Job Portal,360854,333508,15,Hybrid,No,Yes,36,4,1,9,27,Active,17,No,NA,NA,
EMP0534,Male,24,Finance,Entry,Pune,Postgraduate,31-01-2024,07-01-2024,Campus,356963,362856,13,Onsite,Yes,Yes,30,1,5,7,36,Active,20,No,NA,NA,
EMP0535,Male,38,IT,Entry,Bangalore,Graduate,26-05-2023,03-05-2023,Job Portal,753003,709581,1,Remote,No,Yes,17,4,2,4,35,Active,25,No,NA,NA,
EMP0536,Female,40,Finance,Senior,Mumbai,Postgraduate,18-04-2024,25-03-2024,Campus,722953,710732,11,Onsite,Yes,Yes,20,5,3,9,21,Active,20,No,NA,NA,
EMP0537,Female,39,Operations,Entry,Hyderabad,Postgraduate,30-01-2022,14-01-2022,Referral,582249,583493,11,Hybrid,No,No,37,4,5,0,9,Active,17,No,NA,NA,
EMP0538,Male,40,Finance,Mid,Bangalore,Graduate,06-12-2022,26-11-2022,Agency,561929,588923,10,Remote,No,No,40,4,3,9,34,Resigned,15,No,Manager Issues,Lack of Feedback,
EMP0539,Female,27,Operations,Mid,Delhi,Graduate,21-01-2023,04-01-2023,Referral,515362,470782,1,Onsite,No,Yes,32,3,3,6,43,Active,25,No,NA,NA,
EMP0540,Male,40,Sales,Mid,Pune,Graduate,22-08-2023,28-07-2023,Referral,747016,757161,4,Onsite,Yes,Yes,30,5,5,2,44,Resigned,12,No,Manager Issues,Poor Manager Behavior,
EMP0541,Female,32,Sales,Mid,Hyderabad,Postgraduate,15-05-2023,09-05-2023,Job Portal,845819,888639,12,Onsite,No,Yes,26,2,5,5,12,Active,32,No,NA,NA,
EMP0542,Male,33,Finance,Mid,Pune,Postgraduate,25-11-2023,31-10-2023,Agency,563236,522139,12,Hybrid,No,No,10,4,5,4,20,Active,9,No,NA,NA,
EMP0543,Male,25,Finance,Mid,Pune,Postgraduate,14-08-2023,27-07-2023,Job Portal,476603,429847,11,Onsite,No,No,12,4,2,9,12,Resigned,2,Yes,Compensation,Low Increment,
EMP0544,Female,22,Sales,Mid,Hyderabad,Graduate,13-04-2024,05-04-2024,Job Portal,818860,809757,7,Onsite,Yes,Yes,34,5,1,0,18,Active,6,No,NA,NA,
EMP0545,Female,33,Finance,Mid,Hyderabad,Graduate,04-08-2023,23-07-2023,Campus,868183,889347,11,Remote,Yes,No,16,5,1,4,5,Active,11,No,NA,NA,
EMP0546,Male,31,HR,Entry,Pune,Graduate,17-02-2022,08-02-2022,Referral,633585,624752,1,Onsite,Yes,No,27,1,5,6,29,Active,19,No,NA,NA,
EMP0547,Male,29,Operations,Senior,Delhi,Postgraduate,10-04-2022,11-03-2022,Agency,572138,529108,3,Remote,Yes,Yes,21,5,1,3,12,Resigned,22,No,Manager Issues,Micromanagement,
EMP0548,Female,25,HR,Entry,Hyderabad,Graduate,13-05-2024,14-04-2024,Agency,556770,550145,14,Onsite,No,No,26,4,5,3,16,Active,32,No,NA,NA,
EMP0549,Female,36,IT,Mid,Mumbai,Graduate,13-04-2022,16-03-2022,Agency,555903,528891,12,Remote,No,Yes,36,5,3,7,18,Active,11,No,NA,NA,
EMP0550,Female,27,Sales,Senior,Pune,Postgraduate,17-12-2023,17-11-2023,Agency,592294,547359,8,Hybrid,Yes,No,20,3,5,3,16,Active,13,No,NA,NA,
EMP0551,Male,40,Sales,Senior,Delhi,Postgraduate,03-06-2023,10-05-2023,Campus,448314,432795,6,Hybrid,Yes,Yes,39,4,5,5,30,Active,22,No,NA,NA,
EMP0552,Female,32,Sales,Entry,Bangalore,Postgraduate,18-11-2023,21-10-2023,Referral,531013,523259,6,Remote,No,Yes,25,2,1,7,18,Active,18,No,NA,NA,
EMP0553,Female,28,Finance,Senior,Mumbai,Postgraduate,16-03-2024,19-02-2024,Agency,702342,724848,15,Onsite,No,No,18,1,4,9,24,Active,20,No,NA,NA,
EMP0554,Male,37,IT,Entry,Hyderabad,Graduate,16-02-2024,17-01-2024,Referral,683888,649217,11,Onsite,No,Yes,38,4,5,4,45,Active,34,No,NA,NA,
EMP0555,Female,22,Sales,Senior,Bangalore,Graduate,22-12-2023,23-11-2023,Job Portal,757289,788393,12,Onsite,Yes,Yes,9,5,5,9,14,Active,9,No,NA,NA,
EMP0556,Female,28,IT,Senior,Bangalore,Graduate,10-05-2022,23-04-2022,Job Portal,600753,560466,4,Onsite,No,Yes,9,1,3,7,29,Active,36,No,NA,NA,
EMP0557,Female,23,IT,Mid,Mumbai,Graduate,21-09-2023,26-08-2023,Referral,472700,446078,5,Onsite,Yes,No,6,5,3,3,42,Resigned,23,No,Role Mismatch,Job Different From Discussion,
EMP0558,Female,27,IT,Entry,Mumbai,Postgraduate,09-07-2022,11-06-2022,Job Portal,883504,900338,15,Remote,Yes,Yes,18,4,3,2,33,Resigned,10,No,Career Growth,No Growth Opportunity,
EMP0559,Female,34,Sales,Senior,Pune,Graduate,23-11-2022,08-11-2022,Campus,582668,571254,10,Remote,Yes,No,11,1,2,5,19,Active,6,No,NA,NA,
EMP0560,Male,24,HR,Mid,Bangalore,Postgraduate,05-03-2023,17-02-2023,Job Portal,356249,310969,7,Hybrid,Yes,Yes,28,1,4,4,18,Active,8,No,NA,NA,
EMP0561,Male,25,HR,Mid,Mumbai,Graduate,25-04-2024,12-04-2024,Campus,420922,380696,15,Remote,Yes,Yes,11,4,5,5,36,Active,17,No,NA,NA,
EMP0562,Male,22,Operations,Mid,Pune,Postgraduate,25-03-2024,08-03-2024,Referral,759148,729638,12,Hybrid,No,No,11,2,4,1,45,Resigned,19,No,Work Culture,Toxic Culture,
EMP0563,Female,36,HR,Senior,Pune,Postgraduate,02-06-2022,17-05-2022,Campus,480584,478558,7,Hybrid,No,Yes,36,5,1,4,20,Resigned,15,No,Career Growth,Lack of Learning,
EMP0564,Female,36,IT,Entry,Hyderabad,Postgraduate,09-03-2023,09-02-2023,Agency,804393,801136,14,Onsite,No,Yes,36,3,4,6,32,Resigned,13,No,Compensation,Salary Mismatch,
EMP0565,Male,26,Finance,Entry,Delhi,Graduate,08-12-2023,10-11-2023,Job Portal,790499,752903,12,Remote,Yes,Yes,15,3,2,8,9,Active,12,No,NA,NA,
EMP0566,Male,39,Finance,Mid,Bangalore,Postgraduate,14-04-2024,29-03-2024,Agency,597377,554656,3,Hybrid,No,No,37,5,2,4,11,Active,7,No,NA,NA,
EMP0567,Female,34,Sales,Senior,Hyderabad,Graduate,19-05-2022,27-04-2022,Agency,620248,648341,12,Hybrid,No,Yes,33,5,2,9,22,Active,31,No,NA,NA,
EMP0568,Male,38,Sales,Senior,Delhi,Postgraduate,28-03-2022,16-03-2022,Referral,434650,468944,2,Hybrid,No,Yes,38,3,1,0,38,Active,27,No,NA,NA,
EMP0569,Male,33,IT,Mid,Hyderabad,Graduate,19-11-2023,28-10-2023,Agency,835697,838482,11,Hybrid,Yes,Yes,36,5,3,1,14,Active,21,No,NA,NA,
EMP0570,Male,36,Operations,Senior,Hyderabad,Postgraduate,08-02-2024,14-01-2024,Referral,376081,422291,1,Remote,No,Yes,33,4,3,7,6,Active,29,No,NA,NA,
EMP0571,Male,38,Finance,Senior,Pune,Graduate,16-07-2022,30-06-2022,Referral,625351,590803,3,Hybrid,Yes,No,26,2,1,5,34,Active,32,No,NA,NA,
EMP0572,Female,37,IT,Entry,Bangalore,Graduate,07-05-2023,25-04-2023,Job Portal,827516,828885,4,Hybrid,No,Yes,29,3,5,6,6,Active,19,No,NA,NA,
EMP0573,Male,30,Finance,Senior,Bangalore,Graduate,22-06-2022,17-06-2022,Agency,639745,623353,14,Onsite,Yes,Yes,16,1,1,2,8,Active,7,No,NA,NA,
EMP0574,Female,37,Finance,Entry,Pune,Postgraduate,09-04-2023,11-03-2023,Campus,858961,870490,13,Remote,No,No,40,4,3,8,45,Active,8,No,NA,NA,
EMP0575,Male,35,Operations,Mid,Pune,Graduate,06-12-2022,21-11-2022,Job Portal,363749,317858,2,Remote,Yes,No,10,4,2,2,18,Active,11,No,NA,NA,
EMP0576,Male,32,IT,Mid,Bangalore,Graduate,28-03-2024,03-03-2024,Job Portal,416976,388082,14,Onsite,No,No,30,1,3,1,35,Active,22,No,NA,NA,
EMP0577,Male,35,Sales,Entry,Bangalore,Graduate,12-10-2022,13-09-2022,Referral,565567,584178,15,Remote,No,Yes,13,2,1,10,45,Resigned,19,No,Work Culture,Toxic Culture,
EMP0578,Male,35,IT,Entry,Bangalore,Postgraduate,28-09-2023,31-08-2023,Agency,632173,583547,1,Remote,No,Yes,21,4,4,2,33,Active,23,No,NA,NA,
